ip,port,platform,version,model_count,owned_by,top_5_models
"45.79.180.14",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.180.14",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.180.44",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.180.44",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.180.44",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.184.188",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.184.188",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.184.188",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.184.188",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.193.17",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.193.17",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.193.17",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.193.17",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.199.206",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.180.14",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.199.206",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.199.206",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.199.206",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.180.44",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.202.160",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.202.160",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.202.160",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.202.160",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.163.184",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.211.139",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.211.139",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.211.139",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.211.139",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.211.139",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.199.206",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.180.14",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.215.199",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.215.199",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.215.199",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.202.160",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.184.188",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.11",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.24",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.24",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.11",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.24",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.11",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.11",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.60",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.60",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.60",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.24",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.99",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.60",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.60",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.99",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.99",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.99",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.193.17",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.22.72",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.22.72",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.22.72",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.215.199",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.215.199",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.202.160",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.11",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.99",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.252.32",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.252.32",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.22.72",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.211.139",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.215.199",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.199.206",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.24",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.60",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.11",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.221.99",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.5.170",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.5.148",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.5.148",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.5.148",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.5.170",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.5.170",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.5.170",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.252.32",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.22.72",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.90.54",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.90.54",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.90.54",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.90.54",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.90.54",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.9.246",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.9.246",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.9.246",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.5.148",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.5.170",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.252.32",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.9.246",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.9.246",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.5.148",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.5.170",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.90.54",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"45.79.9.246",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"46.105.52.135",4000,"OpenAI-compat (generic)","",1,"openai","gpt-4o-mini"
"50.116.23.122",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.122",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.122",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.139",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.197",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.123",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.37",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.69",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.139",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.139",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.123",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.197",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.197",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.139",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.197",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.123",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.123",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.37",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.37",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.69",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.37",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.69",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.69",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.37",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.34.199",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.34.199",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.35.69",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.34.199",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.34.199",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.35.69",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.35.69",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.35.69",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.40.76",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.41.94",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.41.94",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.41.94",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.40.76",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.40.76",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.40.76",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.41.94",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.122",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.197",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.123",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.139",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.69",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.34.199",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.35.69",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.51.214",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.51.214",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.51.214",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.51.214",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.41.94",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.40.76",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.122",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.139",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.197",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.123",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.60.97",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.37",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.23.69",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.60.97",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.60.97",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.60.97",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.35.69",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.51.214",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.41.94",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.40.76",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.60.97",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.34.199",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.51.214",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"50.116.60.97",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"51.158.99.92",8080,"LiteLLM Proxy","",0,"",""
"51.159.133.114",3000,"OpenAI-compat (generic)","",3,"library","qwen3.6:35b|gpt-oss:20b|gemma3:latest"
"51.159.148.184",3000,"OpenAI-compat (generic)","",1,"imagebind","imagebind"
"51.159.159.172",3000,"OpenAI-compat (generic)","",1,"imagebind","imagebind"
"51.159.163.137",3000,"OpenAI-compat (generic)","",3,"library","qwen3.6:35b|gpt-oss:20b|gemma3:latest"
"51.159.175.37",3000,"OpenAI-compat (generic)","",1,"imagebind","imagebind"
"51.159.184.94",3000,"OpenAI-compat (generic)","",1,"imagebind","imagebind"
"51.159.180.164",8080,"OpenAI-compat (generic)","",1,"llamacpp","Qwen2.5-VL-7B-Instruct-Q4_K_M.gguf"
"51.178.183.25",8080,"OpenAI-compat (generic)","",4,"","nuclei-rce-3AjhgB5DNrSyLxZrpNI1iNw1y1H|nuclei_rce_test|rce_1774404270"
"51.210.109.159",8080,"OpenAI-compat (generic)","",4,"library","smollm2:135m|llama3.2:3b|gemma3:latest|llama3.1:latest"
"51.210.9.191",8080,"OpenAI-compat (generic)","",3,"kokoro","tts-1|tts-1-hd|kokoro"
"51.68.107.255",4000,"OpenAI-compat (generic)","",1,"openai","gpt-4o-mini"
"51.68.160.101",1234,"LM Studio","",4,"organization_owner","claude-3.7-sonnet-reasoning-gemma3-12b|qwen2-0.5b-instruct|deepcoder-14b-preview-gguf|qwen3-235b-a22b-gguf"
"51.68.228.69",1234,"LM Studio","",1,"organization_owner","text-embedding-nomic-embed-text-v1.5"
"51.68.75.253",4000,"OpenAI-compat (generic)","",1,"openai","gpt-4o-mini"
"51.75.140.143",4000,"OpenAI-compat (generic)","",1,"llamacpp","mistral-7b-instruct"
"51.79.160.72",4000,"OpenAI-compat (generic)","",4,"openai","mistral-7b|phi-3-mini|zephyr-7b|_m7c_7b226d6f64656c73223a207b226d69737472616c2d3762223a207b2270726f7669646572223a202268756767696e67666163652f6d69737472616c61692f4d69737472616c2d37422d496e7374727563742d76302e32222c20226170695f6b6579223a202268665f684f46646c596b664d705a47717848575364614f4578724b594d6571627167574654222c20226170695f62617365223a2022227d2c20227068692d332d6d696e69223a207b2270726f7669646572223a202268756767696e67666163652f6d6963726f736f66742f5068692d332d6d696e692d346b2d696e737472756374222c20226170695f6b6579223a202268665f684f46646c596b664d705a47717848575364614f4578724b594d6571627167574654222c20226170695f62617365223a2022227d2c20227a65706879722d3762223a207b2270726f7669646572223a202268756767696e67666163652f48756767696e674661636548342f7a65706879722d37622d62657461222c20226170695f6b6579223a202268665f684f46646c596b664d705a47717848575364614f4578724b594d6571627167574654222c20226170695f62617365223a2022227d7d2c2022656e76223a207b224c4954454c4c4d5f4c4f47223a2022494e464f222c2022484f53544e414d45223a2022336366343066623234633566222c202253484c564c223a202231222c2022484f4d45223a20222f726f6f74222c202253534c5f434552545f46494c45223a20222f6574632f73736c2f63657274732f63612d6365727469666963617465732e637274222c202248554747494e47464143455f4150495f4b4559223a202268665f684f46646c596b664d705a47717848575364614f4578724b594d6571627167574654222c202250415448223a20222f7573722f6c6f63616c2f7362696e3a2f7573722f6c6f63616c2f62696e3a2f7573722f62696e3a2f7573722f7362696e3a2f7362696e3a2f62696e222c2022505744223a20222f617070222c20224c435f4354595045223a2022432e5554462d38222c202254494b544f4b454e5f43414348455f444952223a20222f7573722f6c69622f707974686f6e332e31332f736974652d7061636b616765732f6c6974656c6c6d2f6c6974656c6c6d5f636f72655f7574696c732f746f6b656e697a657273222c2022574f524b45525f434f4e464947223a20227b5c226d6f64656c5c223a206e756c6c2c205c22616c6961735c223a206e756c6c2c205c226170695f626173655c223a206e756c6c2c205c226170695f76657273696f6e5c223a205c22323032342d30372d30312d707265766965775c222c205c2264656275675c223a2066616c73652c205c2264657461696c65645f64656275675c223a2066616c73652c205c2274656d70657261747572655c223a206e756c6c2c205c226d61785f746f6b656e735c223a206e756c6c2c205c22726571756573745f74696d656f75745c223a206e756c6c2c205c226d61785f6275646765745c223a206e756c6c2c205c2274656c656d657472795c223a20747275652c205c2264726f705f706172616d735c223a2066616c73652c205c226164645f66756e6374696f6e5f746f5f70726f6d70745c223a2066616c73652c205c22686561646572735c223a206e756c6c2c205c22736176655c223a2066616c73652c205c22636f6e6669675c223a205c222f6170702f636f6e6669672e79616d6c5c222c205c227573655f71756575655c223a2066616c73657d222c2022415a5552455f4150495f56455253494f4e223a2022323032342d30372d30312d70726576696577227d2c2022636f6e666967223a207b226d6f64656c5f6c697374223a205b7b226d6f64656c5f6e616d65223a20226d69737472616c2d3762222c20226c6974656c6c6d5f706172616d73223a207b226d6f64656c223a202268756767696e67666163652f6d69737472616c61692f4d69737472616c2d37422d496e7374727563742d76302e32222c20226170695f6b6579223a202268665f684f46646c596b664d705a47717848575364614f4578724b594d6571627167574654227d7d2c207b226d6f64656c5f6e616d65223a20227068692d332d6d696e69222c20226c6974656c6c6d5f706172616d73223a207b226d6f64656c223a202268756767696e67666163652f6d6963726f736f66742f5068692d332d6d696e692d346b2d696e737472756374222c20226170695f6b6579223a202268665f684f46646c596b664d705a47717848575364614f4578724b594d6571627167574654227d7d2c207b226d6f64656c5f6e616d65223a20227a65706879722d3762222c20226c6974656c6c6d5f706172616d73223a207b226d6f64656c223a202268756767696e67666163652f48756767696e674661636548342f7a65706879722d37622d62657461222c20226170695f6b6579223a202268665f684f46646c596b664d705a47717848575364614f4578724b594d6571627167574654227d7d5d2c20226c6974656c6c6d5f73657474696e6773223a207b2264726f705f706172616d73223a20747275652c20227365745f766572626f7365223a20747275657d7d2c2022636f6e6669675f70617468223a20222f6170702f636f6e6669672e79616d6c222c20226d61737465725f6b6579223a2022222c202266735f6b657973223a205b5d2c2022636f6e6669675f726177223a20226d6f64656c5f6c6973743a5c6e20202d206d6f64656c5f6e616d653a206d69737472616c2d37625c6e202020206c6974656c6c6d5f706172616d733a5c6e2020202020206d6f64656c3a2068756767696e67666163652f6d69737472616c61692f4d69737472616c2d37422d496e7374727563742d76302e325c6e2020202020206170695f6b65793a206f732e656e7669726f6e2f48554747494e47464143455f4150495f4b45595c6e2020202020202320446f6e27742073706563696679206170695f626173652c206c6574204c6974654c4c4d207573652064656661756c745c6e5c6e20202d206d6f64656c5f6e616d653a207068692d332d6d696e695c6e202020206c6974656c6c6d5f706172616d733a5c6e2020202020206d6f64656c3a2068756767696e67666163652f6d6963726f736f66742f5068692d332d6d696e692d346b2d696e7374727563745c6e2020202020206170695f6b65793a206f732e656e7669726f6e2f48554747494e47464143455f4150495f4b45595c6e5c6e20202d206d6f64656c5f6e616d653a207a65706879722d37625c6e202020206c6974656c6c6d5f706172616d733a5c6e2020202020206d6f64656c3a2068756767696e67666163652f48756767696e674661636548342f7a65706879722d37622d626574615c6e2020202020206170695f6b65793a206f732e656e7669726f6e2f48554747494e47464143455f4150495f4b45595c6e5c6e6c6974656c6c6d5f73657474696e67733a5c6e202064726f705f706172616d733a20747275655c6e20207365745f766572626f73653a20747275655c6e227d"
"51.81.153.173",1234,"LM Studio","",13,"organization_owner","vcongpt/loki-latest|nvidia/nemotron-3-nano|mistralai/devstral-small-2-2512|text-embedding-nomic-embed-text-v1.5|nousresearch/hermes-4-70b"
"51.81.155.29",3000,"OpenAI-compat (generic)","",4,"kokoro","tts-1|tts-1-hd|kokoro|gpt-4o-mini-tts"
"51.81.153.207",8080,"OpenAI-compat (generic)","",1,"llamacpp","Qwen3.6-35B-A3B-MXFP4_MOE.gguf"
