ip	port	hostnames	org	country	isp
54.157.82.104	443	ec2-54-157-82-104.compute-1.amazonaws.com;litellm.jcg.driverai.com;litellm.private.jcg.driverai.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
100.49.108.20	80	ec2-100-49-108-20.compute-1.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
3.113.220.232	80	ec2-3-113-220-232.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
16.52.93.183	443	ec2-16-52-93-183.ca-central-1.compute.amazonaws.com	Amazon Data Services Canada	CA	Amazon.com, Inc.
139.9.32.77	4000	ecs-139-9-32-77.compute.hwclouds-dns.com	Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co)	CN	Huawei Cloud Service data center
185.47.175.189	4000		O.M.C. COMPUTERS & COMMUNICATIONS LTD	IL	O.M.C. COMPUTERS & COMMUNICATIONS LTD
43.163.38.51	80		ACEVILLE PTE.LTD.	SG	Tencent Building, Kejizhongyi Avenue
51.44.192.13	443	digitalblueitapps.it;ec2-51-44-192-13.eu-west-3.compute.amazonaws.com	A100 ROW Inc	FR	Amazon.com, Inc.
43.164.134.32	4000		ACEVILLE PTE.LTD.	KR	Tencent Building, Kejizhongyi Avenue
34.253.68.251	443	ec2-34-253-68-251.eu-west-1.compute.amazonaws.com;dev-joyia-web-llmgw.t1d-joyia.aws.route71.net	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
101.37.174.109	8010		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
43.202.240.118	80	ec2-43-202-240-118.ap-northeast-2.compute.amazonaws.com	Amazon.com, Inc.	KR	Amazon.com, Inc.
208.80.248.202	4000		CDNetworks Inc.	US	NTT America, Inc.
139.144.207.11	36983	139-144-207-11.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
20.55.242.43	4000		Microsoft Corporation	US	Microsoft Corporation
173.255.196.62	4000	173-255-196-62.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
120.79.7.173	8142		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
13.237.180.227	443	ec2-13-237-180-227.ap-southeast-2.compute.amazonaws.com	Amazon Corporate Services Pty Ltd	AU	Amazon.com, Inc.
172.234.44.177	9154	172-234-44-177.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
75.119.156.202	4000	vmi3142848.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
95.217.166.121	4000	static.121.166.217.95.clients.your-server.de	Hetzner Online GmbH	FI	Hetzner Online GmbH
218.211.162.10	443	218-211-162-10.ll.static.sparqnet.net	New Century InfoComm Tech. Co., Ltd.	TW	New Century InfoComm Tech Co., Ltd.
34.100.176.85	443	openai-litellm.duckdns.org;85.176.100.34.bc.googleusercontent.com	Google LLC	IN	Google LLC
45.33.95.187	10480	45-33-95-187.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
54.249.241.124	80	ec2-54-249-241-124.ap-northeast-1.compute.amazonaws.com	Amazon.com, Inc.	JP	Amazon.com, Inc.
3.78.18.161	443	litellm.studytube.ai;ec2-3-78-18-161.eu-central-1.compute.amazonaws.com	A100 ROW GmbH	DE	Amazon.com, Inc.
47.238.121.31	4000		Alibaba Cloud LLC	HK	Alibaba (US) Technology Co., Ltd.
216.48.183.162	4000	e2e-100-162.ssdcloudindia.net	E2E Networks Limited	IN	282, Sector 19
167.86.108.245	4000	vmi3053044.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
183.213.63.186	4000		China Mobile Communications Corporation	CN	China Mobile communications corporation
40.80.85.67	443	litellm.tedlance.com	Microsoft Corporation	IN	Microsoft Corporation
167.235.65.86	4000	static.86.65.235.167.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
188.34.203.175	4000	static.175.203.34.188.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
34.204.222.14	80	ec2-34-204-222-14.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
46.225.18.87	443	litellm.supply.one;static.87.18.225.46.clients.your-server.de	Hetzner Online GmbH	AE	
178.253.45.153	4000		Aeza International LTD	DE	IPXO LLC
170.187.142.123	10046	170-187-142-123.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
88.214.57.21	8080	khaki-eagle-60814.zap.cloud	ZAP-Hosting GmbH	DE	aurologic GmbH
52.13.248.65	80	ec2-52-13-248-65.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
172.104.167.115	12506	172-104-167-115.ip.linodeusercontent.com	Linode	SG	Akamai Connected Cloud
54.92.234.93	80	ec2-54-92-234-93.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
63.183.174.106	80	ec2-63-183-174-106.eu-central-1.compute.amazonaws.com	A100 ROW GmbH	DE	Amazon.com, Inc.
217.154.234.11	443	ip217.154.234-11.pbiaas.com;llm.inovetra.ai	IONOS SE	DE	IONOS SE
44.233.246.67	80	ec2-44-233-246-67.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
62.171.146.202	4000	vmi3196017.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
51.77.216.119	4000	ns3139324.ip-51-77-216.eu	OVH SAS	FR	OVH SAS
100.22.192.233	80	ec2-100-22-192-233.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
144.76.220.24	4000	static.24.220.76.144.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
35.235.118.101	4000	101.118.235.35.bc.googleusercontent.com	Google LLC	US	Google LLC
178.104.25.114	4000	static.114.25.104.178.clients.your-server.de	EE Limited	GB	
83.150.218.148	4000	control-node.as199415.net	Internet Utilities Europe and Asia Limited	FR	Association YORKHOST
92.169.155.61	443	lfbn-idf2-1-1344-61.w92-169.abo.wanadoo.fr;api-dmproject.myddns.me;dmproject.myddns.me;lechat-dmproject.myddns.me;flowise-dmproject.myddns.me	Orange S.A.	FR	Orange S.A.
159.89.14.230	4000		DigitalOcean, LLC	DE	DigitalOcean, LLC
34.90.82.43	80	43.82.90.34.bc.googleusercontent.com	Google LLC	NL	Google LLC
34.57.38.55	4000	55.38.57.34.bc.googleusercontent.com	Google LLC	US	Google LLC
20.255.59.22	4000		Microsoft Corporation	HK	Microsoft Corporation
137.74.12.179	4000	vps-06c03284.vps.ovh.net	OVH SAS	FR	OVH SAS
52.215.154.180	443	admin-v2.llm-gateway.haloai.app;ec2-52-215-154-180.eu-west-1.compute.amazonaws.com	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
172.233.13.143	4000	172-233-13-143.ip.linodeusercontent.com	Linode	BR	Akamai Connected Cloud
89.167.103.124	4000	static.124.103.167.89.clients.your-server.de	Hetzner Online GmbH	DE	
5.9.148.44	80	static.44.148.9.5.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
72.56.21.135	4001		T-Mobile USA, Inc.	US	
100.23.224.147	80	ec2-100-23-224-147.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
173.249.33.194	8080	vmi3207282.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
8.131.53.194	4000		Aliyun Computing Co.LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
193.187.129.187	4000	vmi3191467.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
43.135.140.87	4000		Asia Pacific Network Information Center, Pty. Ltd.	US	Tencent Building, Kejizhongyi Avenue
44.217.212.73	80	ec2-44-217-212-73.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
1.95.192.48	4000	ecs-1-95-192-48.compute.hwclouds-dns.com	Beijing Teletron Telecom Engineering Co., Ltd.	CN	Huawei Cloud Service data center
35.154.7.219	443	ec2-35-154-7-219.ap-south-1.compute.amazonaws.com	Amazon Data Services India	IN	Amazon.com, Inc.
52.197.248.35	443	ec2-52-197-248-35.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
34.205.103.2	80	ec2-34-205-103-2.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
13.251.185.15	80	ec2-13-251-185-15.ap-southeast-1.compute.amazonaws.com	Amazon Data Services Singapore	SG	Amazon.com, Inc.
54.82.147.228	80	ec2-54-82-147-228.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
14.225.231.72	4000	static.vnpt.vn	Vietnam Posts and Telecommunications Group	VN	VIETNAM POSTS AND TELECOMMUNICATIONS GROUP
34.202.100.75	443	ec2-34-202-100-75.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
8.219.136.166	4000		Alibaba Cloud (Singapore) Private Limited	SG	Alibaba (US) Technology Co., Ltd.
88.80.191.156	9030	88-80-191-156.ip.linodeusercontent.com	Linode, LLC	GB	Akamai Connected Cloud
141.98.48.58	4000	mail.iyzitalent.com	Hop Bilisim Teknolojileri Anonim Sirketi	ES	Cogent Communications
80.190.133.199	4000	cust199.muc.cbcdn.com	IT Eventtechnik Fabian Stumpf	DE	NorthC Deutschland GmbH
104.237.129.194	4000	104-237-129-194.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
34.30.33.148	4000	148.33.30.34.bc.googleusercontent.com	Google LLC	US	Google LLC
106.12.20.14	4000		Beijing Baidu Netcom Science and Technology Co., Ltd.	CN	Beijing Baidu Netcom Science and Technology Co., Ltd.
18.200.135.222	443	ec2-18-200-135-222.eu-west-1.compute.amazonaws.com	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
209.38.74.245	443	proxy.breezyclaw.com	DigitalOcean, LLC	US	DigitalOcean, LLC
103.175.216.108	4000	app.biz.id	PT Biznet Gio Nusantara	ID	PT Biznet Gio Nusantara
43.143.214.106	8888		Tencent Cloud Computing (Beijing) Co., Ltd	CN	Shenzhen Tencent Computer Systems Company Limited
13.246.253.128	443	ec2-13-246-253-128.af-south-1.compute.amazonaws.com;litellm.ikhokha.green	Amazon Data Services South Africa	ZA	Amazon.com, Inc.
135.181.104.76	4000	static.76.104.181.135.clients.your-server.de	Hetzner Online GmbH	FI	Hetzner Online GmbH
119.254.30.248	4000		Beijing Sinnet Technology Co., Ltd.	CN	Beijing Guanghuan Xinwang Digital
54.242.11.4	80	ec2-54-242-11-4.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
130.89.24.71	4000	bdsi-framework-2.bms.utwente.nl	Drienerlolaan 5	NL	SURF B.V.
54.204.42.146	443	sandbox3.rhinoapi.com;ec2-54-204-42-146.compute-1.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
82.65.48.181	4000	82-65-48-181.subs.proxad.net	Free SAS	FR	Free SAS
35.181.116.8	443	ec2-35-181-116-8.eu-west-3.compute.amazonaws.com;litellm.dev.snef-ai.fr	Amazon Data Services France	FR	Amazon.com, Inc.
52.162.236.146	7443	skdata.cloud	Microsoft Corporation	US	Microsoft Corporation
104.0.140.113	4999	104-0-140-113.lightspeed.austtx.sbcglobal.net	AT&T Enterprises, LLC	US	AT&T Enterprises, LLC
54.198.209.151	443	ec2-54-198-209-151.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
42.116.92.53	4000		FPT Telecom Company	VN	FPT Telecom Company
18.136.59.10	443	mcd.com.hk;ec2-18-136-59-10.ap-southeast-1.compute.amazonaws.com	Amazon Data Services Singapore	SG	Amazon.com, Inc.
77.42.87.78	4000	static.78.87.42.77.clients.your-server.de	Hetzner Online GmbH	FI	
44.219.97.174	80	ec2-44-219-97-174.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
178.104.111.23	4000	static.23.111.104.178.clients.your-server.de	EE Limited	GB	
35.201.202.234	4000	234.202.201.35.bc.googleusercontent.com	Google LLC	TW	Google LLC
104.248.32.140	4000		DigitalOcean, LLC	DE	DigitalOcean, LLC
52.60.135.105	443	ec2-52-60-135-105.ca-central-1.compute.amazonaws.com	Amazon Data Services Canada	CA	Amazon.com, Inc.
61.147.112.232	4000		CHINANET jiangsu province network	CN	CHINATELECOM JiangSu YangZhou IDC networkdescr: YangZhou , J
171.80.15.55	4000		CHINANET Hubei province network	CN	China Telecom
54.191.0.239	80	ec2-54-191-0-239.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
44.232.73.0	80	ec2-44-232-73-0.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
18.144.92.174	80	ec2-18-144-92-174.us-west-1.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
35.155.93.97	443	ec2-35-155-93-97.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
35.240.135.100	4000	100.135.240.35.bc.googleusercontent.com	Google LLC	SG	Google LLC
3.10.196.208	80	ec2-3-10-196-208.eu-west-2.compute.amazonaws.com	Amazon Data Services UK	GB	Amazon.com, Inc.
34.56.95.157	80	157.95.56.34.bc.googleusercontent.com	Google LLC	US	Google LLC
52.49.102.122	443	ec2-52-49-102-122.eu-west-1.compute.amazonaws.com;litellm.staging.bind6.com	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
95.44.96.76	4000	95-44-96-76-dynamic.agg2.lkd.lmk-mlw.eircom.net	Eircom	IE	Eircom Limited
3.65.109.69	443	ai-gateway-eraneos.com;ec2-3-65-109-69.eu-central-1.compute.amazonaws.com	A100 ROW GmbH	DE	Amazon.com, Inc.
47.76.144.139	12441		Alibaba Cloud - HK	HK	Alibaba (US) Technology Co., Ltd.
54.95.204.80	80	ec2-54-95-204-80.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
43.128.45.174	4000		Asia Pacific Network Information Center, Pty. Ltd.	HK	Tencent Building, Kejizhongyi Avenue
43.143.245.231	4000		Tencent Cloud Computing (Beijing) Co., Ltd	CN	Shenzhen Tencent Computer Systems Company Limited
50.19.179.173	443	ec2-50-19-179-173.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
43.205.137.255	80	ec2-43-205-137-255.ap-south-1.compute.amazonaws.com	Amazon.com, Inc.	IN	Amazon.com, Inc.
178.156.179.125	4000	static.125.179.156.178.clients.your-server.de	Hetzner Online GmbH	US	Hetzner Online GmbH
52.56.43.158	443	ec2-52-56-43-158.eu-west-2.compute.amazonaws.com	Amazon Data Services UK	GB	Amazon.com, Inc.
42.193.241.151	443		Tencent cloud computing (Beijing) Co., Ltd.	CN	Shenzhen Tencent Computer Systems Company Limited
139.162.33.133	40000	139-162-33-133.ip.linodeusercontent.com	139.162.0.0/16	SG	Akamai Connected Cloud
66.94.114.11	4000	vmi933314.contaboserver.net	Contabo Inc.	US	Nubes, LLC
44.224.148.236	443	genai-gw-uw2.aad2n.dev.thermofisher.ai;ec2-44-224-148-236.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
46.4.35.217	443	litellm2.ipshop.biz;nooran	Hetzner Online GmbH	DE	Hetzner Online GmbH
159.223.69.227	4000	ai.gaiafoodtech.com	DigitalOcean, LLC	SG	DigitalOcean, LLC
34.54.209.57	443	ai-services.waveware-cloud.com;57.209.54.34.bc.googleusercontent.com	Google LLC	US	Google LLC
172.206.34.176	4000		Microsoft Limited	US	Microsoft Corporation
47.251.4.43	4000		Alibaba Cloud - US	US	Alibaba (US) Technology Co., Ltd.
44.220.205.205	443	ec2-44-220-205-205.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
34.199.32.221	443	ec2-34-199-32-221.compute-1.amazonaws.com;litellm.tembo.io	Amazon Technologies Inc.	US	Amazon.com, Inc.
172.104.178.85	8239	172-104-178-85.ip.linodeusercontent.com	Linode	SG	Akamai Connected Cloud
16.52.218.185	80	ec2-16-52-218-185.ca-central-1.compute.amazonaws.com	Amazon Data Services Canada	CA	Amazon.com, Inc.
168.119.91.232	4000	static.232.91.119.168.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
49.13.225.219	4000	static.219.225.13.49.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
212.50.235.45	4000	212.50.235.45.16clouds.com	Cluster Logic Inc	JP	IT7 Networks Inc
188.90.79.246	4000	246-79-90-188.ftth.glasoperator.nl	Odido Netherlands B.V.	NL	Odido Netherlands B.V.
68.183.48.220	4000		DigitalOcean, LLC	US	DigitalOcean, LLC
139.9.188.126	4000	ecs-139-9-188-126.compute.hwclouds-dns.com	Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co)	CN	Huawei Cloud Service data center
178.104.142.238	4000	static.238.142.104.178.clients.your-server.de	EE Limited	GB	
72.144.161.46	4000		Microsoft Corporation	DE	Microsoft Corporation
35.194.232.96	4000	96.232.194.35.bc.googleusercontent.com	Google LLC	TW	Google LLC
34.93.125.117	4000	117.125.93.34.bc.googleusercontent.com	Google LLC	IN	Google LLC
178.104.32.133	4000	static.133.32.104.178.clients.your-server.de	EE Limited	GB	
87.79.65.179	4000	static-87-79-65-179.netcologne.de	Netcologne GmbH	DE	NetCologne Gesellschaft fur Telekommunikation mbH
87.99.137.109	4000	static.109.137.99.87.clients.your-server.de	Hetzner Online GmbH	FI	
5.78.189.233	4000	static.233.189.78.5.clients.your-server.de	Hetzner Online GmbH	US	Hetzner Online GmbH
47.238.123.220	4000		Alibaba Cloud LLC	HK	Alibaba (US) Technology Co., Ltd.
172.233.92.74	4000	172-233-92-74.ip.linodeusercontent.com	Linode	JP	Akamai Connected Cloud
183.36.37.124	4000		CHINANET Guangdong province network	CN	CHINANET-BACKBONE
52.86.228.87	443	genai-gw-ue1.aad2n.dev.thermofisher.ai;ec2-52-86-228-87.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
116.203.253.27	4000	static.27.253.203.116.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
74.48.98.196	4000	mail3.confiablex.com	MULTACOM CORPORATION	US	MULTACOM CORPORATION
146.59.230.157	4000	vps-2624c0b6.vps.ovh.net	OVH SAS	FR	OVH SAS
178.156.243.211	4000	static.211.243.156.178.clients.your-server.de	Hetzner Online GmbH	US	Hetzner Online GmbH
91.134.142.26	4000	vps-c7dbd540.vps.ovh.net	OVH SAS	FR	OVH SAS
132.145.172.198	4000		Oracle Public Cloud	US	Oracle Corporation
45.33.13.46	443	borg.orchatect.net;45-33-13-46.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
38.143.209.70	4000		Cogent Communications - IPENG	US	Cogent Communications
119.254.30.225	4000		Beijing Sinnet Technology Co., Ltd.	CN	Beijing Guanghuan Xinwang Digital
47.251.69.141	4000		Alibaba Cloud - US	US	Alibaba (US) Technology Co., Ltd.
85.198.86.183	4000		OOO MediaSeti	RU	TR-Telecom JSC
185.136.112.101	4000		Biteno GmbH	DE	Globalways GmbH
158.69.54.184	4000	ns519202.ip-158-69-54.net	OVH Hosting, Inc.	CA	OVH SAS
143.198.54.110	18000	mail.experialstudio.com	DigitalOcean, LLC	US	DigitalOcean, LLC
20.5.153.90	4000		Microsoft Corporation	AU	Microsoft Corporation
20.3.31.247	4000		Microsoft Corporation	US	Microsoft Corporation
172.245.225.5	4000	mail0.boziano.org	RackNerd LLC	US	HostPapa
45.10.43.71	4000		TimeWeb Ltd.	RU	TimeWeb Ltd.
118.69.178.108	4000		FPT Telecom	VN	FPT Telecom Company
5.78.132.154	4000	static.154.132.78.5.clients.your-server.de	Hetzner Online GmbH	US	Hetzner Online GmbH
15.240.30.57	443	litellm.ikhokha.green;ec2-15-240-30-57.af-south-1.compute.amazonaws.com	Amazon.com, Inc.	ZA	Amazon.com, Inc.
192.222.51.35	4000		Lambda	US	Lambda
136.52.77.98	4000	136-52-77-98.googlefiber.net	Google Fiber Inc.	US	Google Fiber Inc.
15.204.8.188	4000	vps-f26d2401.vps.ovh.us	OVH US LLC	US	OVH SAS
190.92.238.47	4000	ecs-190-92-238-47.compute.hwclouds-dns.com	Huawei Cloud Hong Kong POP	HK	HUAWEI CLOUDS
170.64.240.155	4000		DigitalOcean, LLC	AU	DigitalOcean, LLC
43.156.203.181	4000		Asia Pacific Network Information Center, Pty. Ltd.	SG	Tencent Building, Kejizhongyi Avenue
108.61.166.202	4000	108.61.166.202.vultrusercontent.com	Vultr Holdings, LLC	NL	The Constant Company, LLC
34.218.52.44	80	ec2-34-218-52-44.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
39.105.170.5	9251		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
217.110.179.26	4000	217.110.179.26.de.colt.net	COLT Technologies	DE	COLT Technology Services Group Limited
99.81.194.126	443	dev.dlg-gtw.com;ec2-99-81-194-126.eu-west-1.compute.amazonaws.com	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
159.89.142.152	4000		DigitalOcean, LLC	US	DigitalOcean, LLC
178.18.248.111	4000	vmi2350855.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
34.246.101.74	443	ec2-34-246-101-74.eu-west-1.compute.amazonaws.com;dev.digitalblueitapps.it	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
34.67.28.100	443	100.28.67.34.bc.googleusercontent.com;litellm-gateway.incortaops.com	Google LLC	US	Google LLC
194.163.160.70	4000	vmi3196120.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
152.53.65.41	4002	nobody.yourvserver.net	netcup GmbH	AT	netcup GmbH
3.138.88.103	80	ec2-3-138-88-103.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
107.182.72.56	4000		Highland Communication Services	US	Highland Communication Services
52.68.132.48	443	ec2-52-68-132-48.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
94.249.150.179	4000		GHOSTNET GmbH	DE	Ferdinand Zink trading as Tube-Hosting
193.168.145.188	4000	unassigned.as62000.net	SERVERD SAS	FR	SERVERD SAS
54.247.204.200	443	ec2-54-247-204-200.eu-west-1.compute.amazonaws.com	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
115.190.114.87	18000		Beijing Volcano Engine Technology Co., Ltd.	CN	Beijing Volcano Engine Technology Co., Ltd.
65.109.218.88	4000	static.88.218.109.65.clients.your-server.de	Hetzner Online GmbH	FI	Hetzner Online GmbH
52.186.169.28	4000		Microsoft Corporation	US	Microsoft Corporation
57.128.228.102	443	ai.goodlix.pl;vps-cb0e2601.vps.ovh.net	OVH Sp. z o. o.	PL	OVH SAS
172.235.17.90	16038	172-235-17-90.ip.linodeusercontent.com	Linode	IN	Akamai Connected Cloud
18.141.116.197	80	ec2-18-141-116-197.ap-southeast-1.compute.amazonaws.com	Amazon Technologies Inc.	SG	Amazon.com, Inc.
144.24.35.190	4000		Oracle Corp UK Ltd	US	Oracle Corporation
136.243.4.112	4000	static.112.4.243.136.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
172.104.178.85	2850	172-104-178-85.ip.linodeusercontent.com	Linode	SG	Akamai Connected Cloud
47.92.199.118	12955		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
166.1.60.220	80	166-1-60-220.ips.acedatacenter.com	Ace Data Centers, Inc.	NL	Scalaxy B.V.
52.56.153.185	443	ec2-52-56-153-185.eu-west-2.compute.amazonaws.com	Amazon Data Services UK	GB	Amazon.com, Inc.
57.182.209.106	443	ec2-57-182-209-106.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
150.109.68.39	80			HK	Tencent Building, Kejizhongyi Avenue
65.75.201.34	4000		Universal Layer LLC	DE	Deutsche Telekom AG
203.101.126.70	4000	dsl-mp-static-070.126.101.203.airtelbroadband.in	Bharti Airtel Ltd, 1 Malviya Nagar Bhopal Madhya Pradesh 462003	IN	Bharti Airtel Ltd., Telemedia Services
3.66.248.36	443	ec2-3-66-248-36.eu-central-1.compute.amazonaws.com;llm-proxy.labs.mapp.com	A100 ROW GmbH	DE	Amazon.com, Inc.
122.9.131.161	12310	ecs-122-9-131-161.compute.hwclouds-dns.com	Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co)	CN	Cloud Computing Corporation
91.99.172.215	4000	static.215.172.99.91.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
78.46.99.39	443	static.39.99.46.78.clients.your-server.de;ai.bee-tf.ro	Hetzner Online AG	DE	Hetzner Online GmbH
147.46.121.99	8000	peppermint.snu.ac.kr	Seoul National University	KR	Seoul National University
101.43.213.114	30004		Tencent Cloud Computing (Beijing) Co., Ltd	CN	Shenzhen Tencent Computer Systems Company Limited
3.248.150.190	80	ec2-3-248-150-190.eu-west-1.compute.amazonaws.com	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
47.250.48.46	443	cosfo.cn	Alibaba Cloud - MY	MY	Alibaba (US) Technology Co., Ltd.
47.115.205.170	8819		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
92.205.224.248	4000	248.224.205.92.host.secureserver.net	Host Europe GmbH	FR	Host Europe GmbH
103.3.60.249	2320	103-3-60-249.ip.linodeusercontent.com	Akamai Connected Cloud / Linode	SG	Akamai Connected Cloud
8.221.139.222	49710		Alibaba Cloud (Singapore) Private Limited	JP	Alibaba (US) Technology Co., Ltd.
108.131.176.223	443	litellm.datareply.eu;ec2-108-131-176-223.eu-west-1.compute.amazonaws.com	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
109.74.198.10	9606	109-74-198-10.ip.linodeusercontent.com	Linode, LLC	GB	Akamai Connected Cloud
141.95.107.124	4000		OVH GmbH	DE	OVH SAS
14.161.37.26	4000	static.vnpt.vn	Vietnam Posts and Telecommunications Group	VN	VNPT Corp
51.91.67.12	4040	ns3161211.ip-51-91-67.eu	OVH SAS	FR	OVH SAS
3.111.84.183	443	litellm.istemai.com;ec2-3-111-84-183.ap-south-1.compute.amazonaws.com	Amazon Data Services India	IN	Amazon.com, Inc.
79.112.41.11	4000	79-112-41-11.digimobil.es	DIGI SPAIN TELECOM S.L.	RO	DIGI SPAIN TELECOM S.L.
43.134.75.31	443	litellm.286486.xyz	Asia Pacific Network Information Center, Pty. Ltd.	SG	Tencent Building, Kejizhongyi Avenue
5.161.81.56	4000	static.56.81.161.5.clients.your-server.de	Hetzner Online GmbH	US	Hetzner Online GmbH
54.179.154.142	80	ec2-54-179-154-142.ap-southeast-1.compute.amazonaws.com	Amazon Technologies Inc.	SG	Amazon.com, Inc.
116.203.110.154	4000	static.154.110.203.116.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
13.211.32.17	443	ec2-13-211-32-17.ap-southeast-2.compute.amazonaws.com	Amazon Corporate Services Pty Ltd	AU	Amazon.com, Inc.
166.88.228.81	4000		Omega Computers	FR	Baxet Group Inc.
35.164.33.56	80	ec2-35-164-33-56.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
3.225.158.248	443	dev.app.silia.com;ec2-3-225-158-248.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
125.228.191.157	4000	125-228-191-157.hinet-ip.hinet.net	Chunghwa Telecom Co.,Ltd.	TW	Data Communication Business Group
172.245.18.130	4000	172-245-18-130-host.colocrossing.com	HostPapa	US	HostPapa
133.18.104.113	443	kagodev.com;v133-18-104-113.vir.kagoya.net	KAGOYA JAPAN Inc.	JP	KAGOYA JAPAN Inc.
154.36.187.38	4000		Cogent Communications - IPENG	US	Cogent Communications
